NAICS_Code,salesdate,kind_of_business,sales,Adjusted
4521,9-1-2012,Department stores,14706,Y
4521,10-1-2012,Department stores,14549,Y
4521,11-1-2012,Department stores,14415,Y
4521,12-1-2012,Department stores,14438,Y
4529,1-1-2012,Other general merchandise stores,38128,Y
4529,2-1-2012,Other general merchandise stores,38705,Y
4529,3-1-2012,Other general merchandise stores,38476,Y
4529,4-1-2012,Other general merchandise stores,38436,Y
4529,5-1-2012,Other general merchandise stores,38479,Y
4529,6-1-2012,Other general merchandise stores,38366,Y
4529,7-1-2012,Other general merchandise stores,38473,Y
4529,8-1-2012,Other general merchandise stores,38810,Y
4529,9-1-2012,Other general merchandise stores,38744,Y
4529,10-1-2012,Other general merchandise stores,39125,Y
4529,11-1-2012,Other general merchandise stores,39049,Y
4529,12-1-2012,Other general merchandise stores,39238,Y
45291,1-1-2012,Warehouse clubs and superstores,33275,Y
45291,2-1-2012,Warehouse clubs and superstores,33887,Y
45291,3-1-2012,Warehouse clubs and superstores,33475,Y
45291,4-1-2012,Warehouse clubs and superstores,33589,Y
45291,5-1-2012,Warehouse clubs and superstores,33673,Y
45291,6-1-2012,Warehouse clubs and superstores,33582,Y
45291,7-1-2012,Warehouse clubs and superstores,33667,Y
45291,8-1-2012,Warehouse clubs and superstores,33955,Y
45291,9-1-2012,Warehouse clubs and superstores,33894,Y
45291,10-1-2012,Warehouse clubs and superstores,34176,Y
45291,11-1-2012,Warehouse clubs and superstores,34126,Y
45291,12-1-2012,Warehouse clubs and superstores,34133,Y
45299,1-1-2012,All other gen. merchandise stores,4853,Y
45299,2-1-2012,All other gen. merchandise stores,4818,Y
45299,3-1-2012,All other gen. merchandise stores,5001,Y
45299,4-1-2012,All other gen. merchandise stores,4847,Y
45299,5-1-2012,All other gen. merchandise stores,4806,Y
45299,6-1-2012,All other gen. merchandise stores,4784,Y
45299,7-1-2012,All other gen. merchandise stores,4806,Y
45299,8-1-2012,All other gen. merchandise stores,4855,Y
45299,9-1-2012,All other gen. merchandise stores,4850,Y
45299,10-1-2012,All other gen. merchandise stores,4949,Y
45299,11-1-2012,All other gen. merchandise stores,4923,Y
45299,12-1-2012,All other gen. merchandise stores,5105,Y
453,1-1-2012,Miscellaneous stores retailers,9307,Y
453,2-1-2012,Miscellaneous stores retailers,9411,Y
453,3-1-2012,Miscellaneous stores retailers,9186,Y
453,4-1-2012,Miscellaneous stores retailers,9196,Y
453,5-1-2012,Miscellaneous stores retailers,8890,Y
453,6-1-2012,Miscellaneous stores retailers,9080,Y
453,7-1-2012,Miscellaneous stores retailers,9182,Y
453,8-1-2012,Miscellaneous stores retailers,9086,Y
453,9-1-2012,Miscellaneous stores retailers,9107,Y
453,10-1-2012,Miscellaneous stores retailers,9157,Y
453,11-1-2012,Miscellaneous stores retailers,9088,Y
453,12-1-2012,Miscellaneous stores retailers,9326,Y
454,1-1-2012,Nonstore retailers,32433,Y
454,2-1-2012,Nonstore retailers,32918,Y
454,3-1-2012,Nonstore retailers,32879,Y
454,4-1-2012,Nonstore retailers,33207,Y
454,5-1-2012,Nonstore retailers,33790,Y
454,6-1-2012,Nonstore retailers,33745,Y
454,7-1-2012,Nonstore retailers,34188,Y
454,8-1-2012,Nonstore retailers,34407,Y
454,9-1-2012,Nonstore retailers,34740,Y
454,10-1-2012,Nonstore retailers,34739,Y
454,11-1-2012,Nonstore retailers,35242,Y
454,12-1-2012,Nonstore retailers,35266,Y
4541,1-1-2012,Electronic shopping and mail order houses,25932,Y
4541,2-1-2012,Electronic shopping and mail order houses,26420,Y
4541,3-1-2012,Electronic shopping and mail order houses,26365,Y
4541,4-1-2012,Electronic shopping and mail order houses,26528,Y
4541,5-1-2012,Electronic shopping and mail order houses,26921,Y
4541,6-1-2012,Electronic shopping and mail order houses,27065,Y
4541,7-1-2012,Electronic shopping and mail order houses,27369,Y
4541,8-1-2012,Electronic shopping and mail order houses,27712,Y
4541,9-1-2012,Electronic shopping and mail order houses,27937,Y
4541,10-1-2012,Electronic shopping and mail order houses,27958,Y
4541,11-1-2012,Electronic shopping and mail order houses,28530,Y
4541,12-1-2012,Electronic shopping and mail order houses,28642,Y
45431,1-1-2012,Fuel dealers,2789,Y
45431,2-1-2012,Fuel dealers,2742,Y
45431,3-1-2012,Fuel dealers,2630,Y
45431,4-1-2012,Fuel dealers,2962,Y
45431,5-1-2012,Fuel dealers,3164,Y
45431,6-1-2012,Fuel dealers,3122,Y
45431,7-1-2012,Fuel dealers,3244,Y
45431,8-1-2012,Fuel dealers,3264,Y
45431,9-1-2012,Fuel dealers,3369,Y
45431,10-1-2012,Fuel dealers,3240,Y
45431,11-1-2012,Fuel dealers,3216,Y
45431,12-1-2012,Fuel dealers,2910,Y
722,1-1-2012,Food services and drinking places,42858,Y
722,2-1-2012,Food services and drinking places,42950,Y
722,3-1-2012,Food services and drinking places,42942,Y
722,4-1-2012,Food services and drinking places,43365,Y
722,5-1-2012,Food services and drinking places,43313,Y
722,6-1-2012,Food services and drinking places,43542,Y
722,7-1-2012,Food services and drinking places,43676,Y
722,8-1-2012,Food services and drinking places,43712,Y
722,9-1-2012,Food services and drinking places,44085,Y
722,10-1-2012,Food services and drinking places,43708,Y
722,11-1-2012,Food services and drinking places,44520,Y
722,12-1-2012,Food services and drinking places,44538,Y
None,1-1-2011,"Retail and food services sales, total",372057,Y
None,2-1-2011,"Retail and food services sales, total",375092,Y
None,3-1-2011,"Retail and food services sales, total",378582,Y
None,4-1-2011,"Retail and food services sales, total",380508,Y
None,5-1-2011,"Retail and food services sales, total",380353,Y
None,6-1-2011,"Retail and food services sales, total",383140,Y
None,7-1-2011,"Retail and food services sales, total",382889,Y
None,8-1-2011,"Retail and food services sales, total",384006,Y
None,9-1-2011,"Retail and food services sales, total",387509,Y
None,10-1-2011,"Retail and food services sales, total",390086,Y
None,11-1-2011,"Retail and food services sales, total",391541,Y
None,12-1-2011,"Retail and food services sales, total",391608,Y
None,1-1-2011,Retail sales and food services excl motor vehicle and parts,305771,Y
None,2-1-2011,Retail sales and food services excl motor vehicle and parts,307772,Y
None,3-1-2011,Retail sales and food services excl motor vehicle and parts,311008,Y
None,4-1-2011,Retail sales and food services excl motor vehicle and parts,313791,Y
None,5-1-2011,Retail sales and food services excl motor vehicle and parts,314442,Y
None,6-1-2011,Retail sales and food services excl motor vehicle and parts,316372,Y
None,7-1-2011,Retail sales and food services excl motor vehicle and parts,316467,Y
None,8-1-2011,Retail sales and food services excl motor vehicle and parts,318147,Y
None,9-1-2011,Retail sales and food services excl motor vehicle and parts,318693,Y
None,10-1-2011,Retail sales and food services excl motor vehicle and parts,320206,Y
None,11-1-2011,Retail sales and food services excl motor vehicle and parts,321318,Y
None,12-1-2011,Retail sales and food services excl motor vehicle and parts,320123,Y
None,1-1-2011,Retail sales and food services excl gasoline stations,330279,Y
None,2-1-2011,Retail sales and food services excl gasoline stations,332798,Y
None,3-1-2011,Retail sales and food services excl gasoline stations,334759,Y
None,4-1-2011,Retail sales and food services excl gasoline stations,335904,Y
None,5-1-2011,Retail sales and food services excl gasoline stations,335053,Y
None,6-1-2011,Retail sales and food services excl gasoline stations,338526,Y
None,7-1-2011,Retail sales and food services excl gasoline stations,338135,Y
None,8-1-2011,Retail sales and food services excl gasoline stations,338931,Y
None,9-1-2011,Retail sales and food services excl gasoline stations,342427,Y
None,10-1-2011,Retail sales and food services excl gasoline stations,345240,Y
None,11-1-2011,Retail sales and food services excl gasoline stations,345919,Y
None,12-1-2011,Retail sales and food services excl gasoline stations,346317,Y
None,1-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,263993,Y
None,2-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,265478,Y
None,3-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,267185,Y
None,4-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,269187,Y
None,5-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,269142,Y
None,6-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,271758,Y
None,7-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,271713,Y
None,8-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,273072,Y
None,9-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,273611,Y
None,10-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,275360,Y
None,11-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,275696,Y
None,12-1-2011,Retail sales and food services excl motor vehicle and parts and gasoline stations,274832,Y
None,1-1-2011,"Retail sales, total",332357,Y
None,2-1-2011,"Retail sales, total",334710,Y
None,3-1-2011,"Retail sales, total",338007,Y
None,4-1-2011,"Retail sales, total",339884,Y
None,5-1-2011,"Retail sales, total",339303,Y
None,6-1-2011,"Retail sales, total",341600,Y
None,7-1-2011,"Retail sales, total",341373,Y
None,8-1-2011,"Retail sales, total",342288,Y
None,9-1-2011,"Retail sales, total",345496,Y
None,10-1-2011,"Retail sales, total",347924,Y
None,11-1-2011,"Retail sales, total",349304,Y
None,12-1-2011,"Retail sales, total",349744,Y
None,1-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",266071,Y
None,2-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",267390,Y
None,3-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",270433,Y
None,4-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",273167,Y
None,5-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",273392,Y
None,6-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",274832,Y
None,7-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",274951,Y
None,8-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",276429,Y
None,9-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",276680,Y
None,10-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",278044,Y
None,11-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",279081,Y
None,12-1-2011,"Retail sales, total (excl. motor vehicle and parts dealers)",278259,Y
None,1-1-2011,GAFO(1),93803,Y
None,2-1-2011,GAFO(1),95121,Y
None,3-1-2011,GAFO(1),95671,Y
None,4-1-2011,GAFO(1),96296,Y
None,5-1-2011,GAFO(1),95748,Y
None,6-1-2011,GAFO(1),96629,Y
None,7-1-2011,GAFO(1),96156,Y
None,8-1-2011,GAFO(1),96452,Y
None,9-1-2011,GAFO(1),97461,Y
None,10-1-2011,GAFO(1),97037,Y
None,11-1-2011,GAFO(1),97441,Y
None,12-1-2011,GAFO(1),97120,Y
441,1-1-2011,Motor vehicle and parts dealers,66286,Y
441,2-1-2011,Motor vehicle and parts dealers,67320,Y
441,3-1-2011,Motor vehicle and parts dealers,67574,Y
441,4-1-2011,Motor vehicle and parts dealers,66717,Y
441,5-1-2011,Motor vehicle and parts dealers,65911,Y
441,6-1-2011,Motor vehicle and parts dealers,66768,Y
441,7-1-2011,Motor vehicle and parts dealers,66422,Y
441,8-1-2011,Motor vehicle and parts dealers,65859,Y
441,9-1-2011,Motor vehicle and parts dealers,68816,Y
441,10-1-2011,Motor vehicle and parts dealers,69880,Y
441,11-1-2011,Motor vehicle and parts dealers,70223,Y
441,12-1-2011,Motor vehicle and parts dealers,71485,Y
"4411,4412",1-1-2011,Automobile and other motor vehicle dealers,59677,Y
"4411,4412",2-1-2011,Automobile and other motor vehicle dealers,60656,Y
"4411,4412",3-1-2011,Automobile and other motor vehicle dealers,60775,Y
"4411,4412",4-1-2011,Automobile and other motor vehicle dealers,59960,Y
"4411,4412",5-1-2011,Automobile and other motor vehicle dealers,59083,Y
"4411,4412",6-1-2011,Automobile and other motor vehicle dealers,59739,Y
"4411,4412",7-1-2011,Automobile and other motor vehicle dealers,59475,Y
"4411,4412",8-1-2011,Automobile and other motor vehicle dealers,58739,Y
"4411,4412",9-1-2011,Automobile and other motor vehicle dealers,61682,Y
"4411,4412",10-1-2011,Automobile and other motor vehicle dealers,62855,Y
"4411,4412",11-1-2011,Automobile and other motor vehicle dealers,63166,Y
"4411,4412",12-1-2011,Automobile and other motor vehicle dealers,64463,Y
4413,1-1-2011,"Automotive parts, acc., and tire stores",6609,Y
4413,2-1-2011,"Automotive parts, acc., and tire stores",6664,Y
4413,3-1-2011,"Automotive parts, acc., and tire stores",6799,Y
4413,4-1-2011,"Automotive parts, acc., and tire stores",6757,Y
4413,5-1-2011,"Automotive parts, acc., and tire stores",6828,Y
4413,6-1-2011,"Automotive parts, acc., and tire stores",7029,Y
4413,7-1-2011,"Automotive parts, acc., and tire stores",6947,Y
4413,8-1-2011,"Automotive parts, acc., and tire stores",7120,Y
4413,9-1-2011,"Automotive parts, acc., and tire stores",7134,Y
4413,10-1-2011,"Automotive parts, acc., and tire stores",7025,Y
4413,11-1-2011,"Automotive parts, acc., and tire stores",7057,Y
4413,12-1-2011,"Automotive parts, acc., and tire stores",7022,Y
"442,443",1-1-2011,"Furniture, home furn, electronics, and appliance stores",15210,Y
"442,443",2-1-2011,"Furniture, home furn, electronics, and appliance stores",15501,Y
"442,443",3-1-2011,"Furniture, home furn, electronics, and appliance stores",15881,Y
"442,443",4-1-2011,"Furniture, home furn, electronics, and appliance stores",15842,Y
"442,443",5-1-2011,"Furniture, home furn, electronics, and appliance stores",15670,Y
"442,443",6-1-2011,"Furniture, home furn, electronics, and appliance stores",15666,Y
"442,443",7-1-2011,"Furniture, home furn, electronics, and appliance stores",15820,Y
"442,443",8-1-2011,"Furniture, home furn, electronics, and appliance stores",15948,Y
"442,443",9-1-2011,"Furniture, home furn, electronics, and appliance stores",15877,Y
"442,443",10-1-2011,"Furniture, home furn, electronics, and appliance stores",16040,Y
"442,443",11-1-2011,"Furniture, home furn, electronics, and appliance stores",16031,Y
"442,443",12-1-2011,"Furniture, home furn, electronics, and appliance stores",15993,Y
442,1-1-2011,Furniture and home furnishings stores,6992,Y
442,2-1-2011,Furniture and home furnishings stores,7145,Y
442,3-1-2011,Furniture and home furnishings stores,7404,Y
442,4-1-2011,Furniture and home furnishings stores,7313,Y
442,5-1-2011,Furniture and home furnishings stores,7245,Y
442,6-1-2011,Furniture and home furnishings stores,7227,Y
442,7-1-2011,Furniture and home furnishings stores,7263,Y
442,8-1-2011,Furniture and home furnishings stores,7333,Y
442,9-1-2011,Furniture and home furnishings stores,7384,Y
442,10-1-2011,Furniture and home furnishings stores,7303,Y
442,11-1-2011,Furniture and home furnishings stores,7378,Y
442,12-1-2011,Furniture and home furnishings stores,7537,Y
443,1-1-2011,Electronics and appliance stores,8218,Y
443,2-1-2011,Electronics and appliance stores,8356,Y
443,3-1-2011,Electronics and appliance stores,8477,Y
443,4-1-2011,Electronics and appliance stores,8529,Y
443,5-1-2011,Electronics and appliance stores,8425,Y
443,6-1-2011,Electronics and appliance stores,8439,Y
443,7-1-2011,Electronics and appliance stores,8557,Y
443,8-1-2011,Electronics and appliance stores,8615,Y
443,9-1-2011,Electronics and appliance stores,8493,Y
443,10-1-2011,Electronics and appliance stores,8737,Y
443,11-1-2011,Electronics and appliance stores,8653,Y
443,12-1-2011,Electronics and appliance stores,8456,Y
444,1-1-2011,Building mat. and garden equip. and supplies dealers,21498,Y
444,2-1-2011,Building mat. and garden equip. and supplies dealers,21202,Y
444,3-1-2011,Building mat. and garden equip. and supplies dealers,21865,Y
444,4-1-2011,Building mat. and garden equip. and supplies dealers,22053,Y
444,5-1-2011,Building mat. and garden equip. and supplies dealers,22326,Y
444,6-1-2011,Building mat. and garden equip. and supplies dealers,22709,Y
444,7-1-2011,Building mat. and garden equip. and supplies dealers,22744,Y
444,8-1-2011,Building mat. and garden equip. and supplies dealers,22775,Y
444,9-1-2011,Building mat. and garden equip. and supplies dealers,22644,Y
444,10-1-2011,Building mat. and garden equip. and supplies dealers,23253,Y
444,11-1-2011,Building mat. and garden equip. and supplies dealers,22908,Y
444,12-1-2011,Building mat. and garden equip. and supplies dealers,23443,Y
4441,1-1-2011,Building mat. and supplies dealers,18647,Y
4441,2-1-2011,Building mat. and supplies dealers,18317,Y
4441,3-1-2011,Building mat. and supplies dealers,18955,Y
4441,4-1-2011,Building mat. and supplies dealers,19160,Y
4441,5-1-2011,Building mat. and supplies dealers,19263,Y
4441,6-1-2011,Building mat. and supplies dealers,19563,Y
4441,7-1-2011,Building mat. and supplies dealers,19761,Y
4441,8-1-2011,Building mat. and supplies dealers,19709,Y
4441,9-1-2011,Building mat. and supplies dealers,19584,Y
4441,10-1-2011,Building mat. and supplies dealers,19932,Y
4441,11-1-2011,Building mat. and supplies dealers,19651,Y
4441,12-1-2011,Building mat. and supplies dealers,20092,Y
445,1-1-2011,Food and beverage stores,49674,Y
445,2-1-2011,Food and beverage stores,50017,Y
445,3-1-2011,Food and beverage stores,50080,Y
445,4-1-2011,Food and beverage stores,50836,Y
445,5-1-2011,Food and beverage stores,50385,Y
445,6-1-2011,Food and beverage stores,50943,Y
445,7-1-2011,Food and beverage stores,50984,Y
445,8-1-2011,Food and beverage stores,51182,Y
445,9-1-2011,Food and beverage stores,51049,Y
445,10-1-2011,Food and beverage stores,51324,Y
445,11-1-2011,Food and beverage stores,51416,Y
445,12-1-2011,Food and beverage stores,51215,Y
4451,1-1-2011,Grocery stores,44684,Y
4451,2-1-2011,Grocery stores,44912,Y
4451,3-1-2011,Grocery stores,45068,Y
4451,4-1-2011,Grocery stores,45769,Y
4451,5-1-2011,Grocery stores,45321,Y
4451,6-1-2011,Grocery stores,45791,Y
4451,7-1-2011,Grocery stores,45842,Y
4451,8-1-2011,Grocery stores,46034,Y
4451,9-1-2011,Grocery stores,45840,Y
4451,10-1-2011,Grocery stores,46047,Y
4451,11-1-2011,Grocery stores,46185,Y
4451,12-1-2011,Grocery stores,46035,Y
4453,1-1-2011,"Beer, wine and liquor stores",3455,Y
4453,2-1-2011,"Beer, wine and liquor stores",3519,Y
4453,3-1-2011,"Beer, wine and liquor stores",3490,Y
4453,4-1-2011,"Beer, wine and liquor stores",3471,Y
4453,5-1-2011,"Beer, wine and liquor stores",3474,Y
4453,6-1-2011,"Beer, wine and liquor stores",3530,Y
4453,7-1-2011,"Beer, wine and liquor stores",3528,Y
4453,8-1-2011,"Beer, wine and liquor stores",3544,Y
4453,9-1-2011,"Beer, wine and liquor stores",3589,Y
4453,10-1-2011,"Beer, wine and liquor stores",3576,Y
4453,11-1-2011,"Beer, wine and liquor stores",3592,Y
4453,12-1-2011,"Beer, wine and liquor stores",3555,Y
446,1-1-2011,Health and personal care stores,22695,Y
446,2-1-2011,Health and personal care stores,22428,Y
446,3-1-2011,Health and personal care stores,22563,Y
446,4-1-2011,Health and personal care stores,22448,Y
446,5-1-2011,Health and personal care stores,22608,Y
446,6-1-2011,Health and personal care stores,22607,Y
446,7-1-2011,Health and personal care stores,22728,Y
446,8-1-2011,Health and personal care stores,22822,Y
446,9-1-2011,Health and personal care stores,22695,Y
446,10-1-2011,Health and personal care stores,22830,Y
446,11-1-2011,Health and personal care stores,22735,Y
446,12-1-2011,Health and personal care stores,22677,Y
44611,1-1-2011,Pharmacies and drug stores,19368,Y
44611,2-1-2011,Pharmacies and drug stores,19131,Y
44611,3-1-2011,Pharmacies and drug stores,19234,Y
44611,4-1-2011,Pharmacies and drug stores,19116,Y
44611,5-1-2011,Pharmacies and drug stores,19350,Y
44611,6-1-2011,Pharmacies and drug stores,19293,Y
44611,7-1-2011,Pharmacies and drug stores,19273,Y
44611,8-1-2011,Pharmacies and drug stores,19365,Y
44611,9-1-2011,Pharmacies and drug stores,19348,Y
44611,10-1-2011,Pharmacies and drug stores,19399,Y
44611,11-1-2011,Pharmacies and drug stores,19374,Y
44611,12-1-2011,Pharmacies and drug stores,19264,Y
447,1-1-2011,Gasoline stations,41778,Y
447,2-1-2011,Gasoline stations,42294,Y
447,3-1-2011,Gasoline stations,43823,Y
447,4-1-2011,Gasoline stations,44604,Y
447,5-1-2011,Gasoline stations,45300,Y
447,6-1-2011,Gasoline stations,44614,Y
447,7-1-2011,Gasoline stations,44754,Y
447,8-1-2011,Gasoline stations,45075,Y
447,9-1-2011,Gasoline stations,45082,Y
447,10-1-2011,Gasoline stations,44846,Y
447,11-1-2011,Gasoline stations,45622,Y
447,12-1-2011,Gasoline stations,45291,Y
448,1-1-2011,Clothing and clothing access. stores,18363,Y
448,2-1-2011,Clothing and clothing access. stores,18592,Y
448,3-1-2011,Clothing and clothing access. stores,18718,Y
448,4-1-2011,Clothing and clothing access. stores,18957,Y
448,5-1-2011,Clothing and clothing access. stores,18846,Y
448,6-1-2011,Clothing and clothing access. stores,19182,Y
448,7-1-2011,Clothing and clothing access. stores,18998,Y
448,8-1-2011,Clothing and clothing access. stores,18922,Y
448,9-1-2011,Clothing and clothing access. stores,19489,Y
448,10-1-2011,Clothing and clothing access. stores,19136,Y
448,11-1-2011,Clothing and clothing access. stores,19311,Y
448,12-1-2011,Clothing and clothing access. stores,19494,Y
4481,1-1-2011,Clothing stores,13498,Y
4481,2-1-2011,Clothing stores,13754,Y
4481,3-1-2011,Clothing stores,13789,Y
4481,4-1-2011,Clothing stores,13851,Y
4481,5-1-2011,Clothing stores,13783,Y
4481,6-1-2011,Clothing stores,14091,Y
4481,7-1-2011,Clothing stores,13965,Y
4481,8-1-2011,Clothing stores,13777,Y
4481,9-1-2011,Clothing stores,14284,Y
4481,10-1-2011,Clothing stores,14070,Y
4481,11-1-2011,Clothing stores,14252,Y
4481,12-1-2011,Clothing stores,14401,Y
44811,1-1-2011,Men's clothing stores,620,Y
44811,2-1-2011,Men's clothing stores,630,Y
44811,3-1-2011,Men's clothing stores,652,Y
44811,4-1-2011,Men's clothing stores,646,Y
44811,5-1-2011,Men's clothing stores,654,Y
44811,6-1-2011,Men's clothing stores,663,Y
44811,7-1-2011,Men's clothing stores,649,Y
44811,8-1-2011,Men's clothing stores,620,Y
44811,9-1-2011,Men's clothing stores,668,Y
44811,10-1-2011,Men's clothing stores,667,Y
44811,11-1-2011,Men's clothing stores,669,Y
44811,12-1-2011,Men's clothing stores,687,Y
44812,1-1-2011,Women's clothing stores,3195,Y
44812,2-1-2011,Women's clothing stores,3317,Y
44812,3-1-2011,Women's clothing stores,3313,Y
44812,4-1-2011,Women's clothing stores,3301,Y
44812,5-1-2011,Women's clothing stores,3313,Y
44812,6-1-2011,Women's clothing stores,3433,Y
44812,7-1-2011,Women's clothing stores,3359,Y
44812,8-1-2011,Women's clothing stores,3173,Y
44812,9-1-2011,Women's clothing stores,3382,Y
44812,10-1-2011,Women's clothing stores,3327,Y
44812,11-1-2011,Women's clothing stores,3366,Y
44812,12-1-2011,Women's clothing stores,3442,Y
4482,1-1-2011,Shoe stores,2364,Y
4482,2-1-2011,Shoe stores,2368,Y
4482,3-1-2011,Shoe stores,2346,Y
4482,4-1-2011,Shoe stores,2382,Y
4482,5-1-2011,Shoe stores,2396,Y
4482,6-1-2011,Shoe stores,2465,Y
4482,7-1-2011,Shoe stores,2415,Y
4482,8-1-2011,Shoe stores,2437,Y
4482,9-1-2011,Shoe stores,2495,Y
4482,10-1-2011,Shoe stores,2486,Y
4482,11-1-2011,Shoe stores,2494,Y
4482,12-1-2011,Shoe stores,2533,Y
44831,1-1-2011,Jewelry stores,2319,Y
44831,2-1-2011,Jewelry stores,2290,Y
44831,3-1-2011,Jewelry stores,2392,Y
44831,4-1-2011,Jewelry stores,2536,Y
44831,5-1-2011,Jewelry stores,2487,Y
44831,6-1-2011,Jewelry stores,2445,Y
44831,7-1-2011,Jewelry stores,2430,Y
44831,8-1-2011,Jewelry stores,2522,Y
44831,9-1-2011,Jewelry stores,2525,Y
44831,10-1-2011,Jewelry stores,2396,Y
44831,11-1-2011,Jewelry stores,2383,Y
44831,12-1-2011,Jewelry stores,2382,Y
451,1-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6565,Y
451,2-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6611,Y
451,3-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6559,Y
451,4-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6615,Y
451,5-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6542,Y
451,6-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6578,Y
451,7-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6421,Y
451,8-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6661,Y
451,9-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6693,Y
451,10-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6589,Y
451,11-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6594,Y
451,12-1-2011,"Sporting goods, hobby, musical instrument, and book stores",6353,Y
452,1-1-2011,General merchandise stores,50839,Y
452,2-1-2011,General merchandise stores,51513,Y
452,3-1-2011,General merchandise stores,51641,Y
452,4-1-2011,General merchandise stores,52005,Y
452,5-1-2011,General merchandise stores,51790,Y
452,6-1-2011,General merchandise stores,52353,Y
452,7-1-2011,General merchandise stores,52123,Y
452,8-1-2011,General merchandise stores,52136,Y
452,9-1-2011,General merchandise stores,52575,Y
452,10-1-2011,General merchandise stores,52455,Y
452,11-1-2011,General merchandise stores,52657,Y
452,12-1-2011,General merchandise stores,52458,Y
4521,1-1-2011,Department stores,15220,Y
4521,2-1-2011,Department stores,15487,Y
4521,3-1-2011,Department stores,15378,Y
4521,4-1-2011,Department stores,15527,Y
4521,5-1-2011,Department stores,15299,Y
4521,6-1-2011,Department stores,15560,Y
4521,7-1-2011,Department stores,15278,Y
4521,8-1-2011,Department stores,15102,Y
4521,9-1-2011,Department stores,15252,Y
4521,10-1-2011,Department stores,15128,Y
4521,11-1-2011,Department stores,15180,Y
4521,12-1-2011,Department stores,15112,Y
4529,1-1-2011,Other general merchandise stores,35619,Y
4529,2-1-2011,Other general merchandise stores,36026,Y
4529,3-1-2011,Other general merchandise stores,36263,Y
4529,4-1-2011,Other general merchandise stores,36478,Y
4529,5-1-2011,Other general merchandise stores,36491,Y
4529,6-1-2011,Other general merchandise stores,36793,Y
4529,7-1-2011,Other general merchandise stores,36845,Y
4529,8-1-2011,Other general merchandise stores,37034,Y
4529,9-1-2011,Other general merchandise stores,37323,Y
4529,10-1-2011,Other general merchandise stores,37327,Y
4529,11-1-2011,Other general merchandise stores,37477,Y
4529,12-1-2011,Other general merchandise stores,37346,Y
45291,1-1-2011,Warehouse clubs and superstores,31258,Y
45291,2-1-2011,Warehouse clubs and superstores,31577,Y
45291,3-1-2011,Warehouse clubs and superstores,31747,Y
45291,4-1-2011,Warehouse clubs and superstores,31846,Y
45291,5-1-2011,Warehouse clubs and superstores,32001,Y
45291,6-1-2011,Warehouse clubs and superstores,32171,Y
45291,7-1-2011,Warehouse clubs and superstores,32272,Y
45291,8-1-2011,Warehouse clubs and superstores,32435,Y
45291,9-1-2011,Warehouse clubs and superstores,32710,Y
45291,10-1-2011,Warehouse clubs and superstores,32690,Y
45291,11-1-2011,Warehouse clubs and superstores,32715,Y
45291,12-1-2011,Warehouse clubs and superstores,32581,Y
45299,1-1-2011,All other gen. merchandise stores,4361,Y
45299,2-1-2011,All other gen. merchandise stores,4449,Y
45299,3-1-2011,All other gen. merchandise stores,4516,Y
45299,4-1-2011,All other gen. merchandise stores,4632,Y
45299,5-1-2011,All other gen. merchandise stores,4490,Y
45299,6-1-2011,All other gen. merchandise stores,4622,Y
45299,7-1-2011,All other gen. merchandise stores,4573,Y
45299,8-1-2011,All other gen. merchandise stores,4599,Y
45299,9-1-2011,All other gen. merchandise stores,4613,Y
45299,10-1-2011,All other gen. merchandise stores,4637,Y
45299,11-1-2011,All other gen. merchandise stores,4762,Y
45299,12-1-2011,All other gen. merchandise stores,4765,Y
453,1-1-2011,Miscellaneous stores retailers,8823,Y
