NAICS_Code,salesdate,kind_of_business,sales,Adjusted
453,2-1-2011,Miscellaneous stores retailers,9116,Y
453,3-1-2011,Miscellaneous stores retailers,8846,Y
453,4-1-2011,Miscellaneous stores retailers,9056,Y
453,5-1-2011,Miscellaneous stores retailers,8975,Y
453,6-1-2011,Miscellaneous stores retailers,9061,Y
453,7-1-2011,Miscellaneous stores retailers,9171,Y
453,8-1-2011,Miscellaneous stores retailers,9229,Y
453,9-1-2011,Miscellaneous stores retailers,9159,Y
453,10-1-2011,Miscellaneous stores retailers,9072,Y
453,11-1-2011,Miscellaneous stores retailers,9045,Y
453,12-1-2011,Miscellaneous stores retailers,8867,Y
454,1-1-2011,Nonstore retailers,30626,Y
454,2-1-2011,Nonstore retailers,30116,Y
454,3-1-2011,Nonstore retailers,30457,Y
454,4-1-2011,Nonstore retailers,30751,Y
454,5-1-2011,Nonstore retailers,30950,Y
454,6-1-2011,Nonstore retailers,31119,Y
454,7-1-2011,Nonstore retailers,31208,Y
454,8-1-2011,Nonstore retailers,31679,Y
454,9-1-2011,Nonstore retailers,31417,Y
454,10-1-2011,Nonstore retailers,32499,Y
454,11-1-2011,Nonstore retailers,32762,Y
454,12-1-2011,Nonstore retailers,32468,Y
4541,1-1-2011,Electronic shopping and mail order houses,23715,Y
4541,2-1-2011,Electronic shopping and mail order houses,23325,Y
4541,3-1-2011,Electronic shopping and mail order houses,23603,Y
4541,4-1-2011,Electronic shopping and mail order houses,23811,Y
4541,5-1-2011,Electronic shopping and mail order houses,24147,Y
4541,6-1-2011,Electronic shopping and mail order houses,24275,Y
4541,7-1-2011,Electronic shopping and mail order houses,24424,Y
4541,8-1-2011,Electronic shopping and mail order houses,24744,Y
4541,9-1-2011,Electronic shopping and mail order houses,24577,Y
4541,10-1-2011,Electronic shopping and mail order houses,25519,Y
4541,11-1-2011,Electronic shopping and mail order houses,25783,Y
4541,12-1-2011,Electronic shopping and mail order houses,25940,Y
45431,1-1-2011,Fuel dealers,3426,Y
45431,2-1-2011,Fuel dealers,3334,Y
45431,3-1-2011,Fuel dealers,3303,Y
45431,4-1-2011,Fuel dealers,3397,Y
45431,5-1-2011,Fuel dealers,3327,Y
45431,6-1-2011,Fuel dealers,3342,Y
45431,7-1-2011,Fuel dealers,3327,Y
45431,8-1-2011,Fuel dealers,3439,Y
45431,9-1-2011,Fuel dealers,3361,Y
45431,10-1-2011,Fuel dealers,3431,Y
45431,11-1-2011,Fuel dealers,3300,Y
45431,12-1-2011,Fuel dealers,2958,Y
722,1-1-2011,Food services and drinking places,39700,Y
722,2-1-2011,Food services and drinking places,40382,Y
722,3-1-2011,Food services and drinking places,40575,Y
722,4-1-2011,Food services and drinking places,40624,Y
722,5-1-2011,Food services and drinking places,41050,Y
722,6-1-2011,Food services and drinking places,41540,Y
722,7-1-2011,Food services and drinking places,41516,Y
722,8-1-2011,Food services and drinking places,41718,Y
722,9-1-2011,Food services and drinking places,42013,Y
722,10-1-2011,Food services and drinking places,42162,Y
722,11-1-2011,Food services and drinking places,42237,Y
722,12-1-2011,Food services and drinking places,41864,Y
None,1-1-2010,"Retail and food services sales, total",345959,Y
None,2-1-2010,"Retail and food services sales, total",346895,Y
None,3-1-2010,"Retail and food services sales, total",354379,Y
None,4-1-2010,"Retail and food services sales, total",357365,Y
None,5-1-2010,"Retail and food services sales, total",354299,Y
None,6-1-2010,"Retail and food services sales, total",353763,Y
None,7-1-2010,"Retail and food services sales, total",354665,Y
None,8-1-2010,"Retail and food services sales, total",356810,Y
None,9-1-2010,"Retail and food services sales, total",359465,Y
None,10-1-2010,"Retail and food services sales, total",363340,Y
None,11-1-2010,"Retail and food services sales, total",367455,Y
None,12-1-2010,"Retail and food services sales, total",369135,Y
None,1-1-2010,Retail sales and food services excl motor vehicle and parts,289219,Y
None,2-1-2010,Retail sales and food services excl motor vehicle and parts,291039,Y
None,3-1-2010,Retail sales and food services excl motor vehicle and parts,293482,Y
None,4-1-2010,Retail sales and food services excl motor vehicle and parts,295536,Y
None,5-1-2010,Retail sales and food services excl motor vehicle and parts,292676,Y
None,6-1-2010,Retail sales and food services excl motor vehicle and parts,292396,Y
None,7-1-2010,Retail sales and food services excl motor vehicle and parts,292045,Y
None,8-1-2010,Retail sales and food services excl motor vehicle and parts,294159,Y
None,9-1-2010,Retail sales and food services excl motor vehicle and parts,296205,Y
None,10-1-2010,Retail sales and food services excl motor vehicle and parts,298610,Y
None,11-1-2010,Retail sales and food services excl motor vehicle and parts,301943,Y
None,12-1-2010,Retail sales and food services excl motor vehicle and parts,303898,Y
None,1-1-2010,Retail sales and food services excl gasoline stations,308601,Y
None,2-1-2010,Retail sales and food services excl gasoline stations,309945,Y
None,3-1-2010,Retail sales and food services excl gasoline stations,317219,Y
None,4-1-2010,Retail sales and food services excl gasoline stations,320147,Y
None,5-1-2010,Retail sales and food services excl gasoline stations,317693,Y
None,6-1-2010,Retail sales and food services excl gasoline stations,318121,Y
None,7-1-2010,Retail sales and food services excl gasoline stations,318901,Y
None,8-1-2010,Retail sales and food services excl gasoline stations,320621,Y
None,9-1-2010,Retail sales and food services excl gasoline stations,322108,Y
None,10-1-2010,Retail sales and food services excl gasoline stations,324860,Y
None,11-1-2010,Retail sales and food services excl gasoline stations,328183,Y
None,12-1-2010,Retail sales and food services excl gasoline stations,327856,Y
None,1-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,251861,Y
None,2-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,254089,Y
None,3-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,256322,Y
None,4-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,258318,Y
None,5-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,256070,Y
None,6-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,256754,Y
None,7-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,256281,Y
None,8-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,257970,Y
None,9-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,258848,Y
None,10-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,260130,Y
None,11-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,262671,Y
None,12-1-2010,Retail sales and food services excl motor vehicle and parts and gasoline stations,262619,Y
None,1-1-2010,"Retail sales, total",308299,Y
None,2-1-2010,"Retail sales, total",308628,Y
None,3-1-2010,"Retail sales, total",316003,Y
None,4-1-2010,"Retail sales, total",318707,Y
None,5-1-2010,"Retail sales, total",315604,Y
None,6-1-2010,"Retail sales, total",314925,Y
None,7-1-2010,"Retail sales, total",315632,Y
None,8-1-2010,"Retail sales, total",317408,Y
None,9-1-2010,"Retail sales, total",320080,Y
None,10-1-2010,"Retail sales, total",323900,Y
None,11-1-2010,"Retail sales, total",327745,Y
None,12-1-2010,"Retail sales, total",329627,Y
None,1-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",251559,Y
None,2-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",252772,Y
None,3-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",255106,Y
None,4-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",256878,Y
None,5-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",253981,Y
None,6-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",253558,Y
None,7-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",253012,Y
None,8-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",254757,Y
None,9-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",256820,Y
None,10-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",259170,Y
None,11-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",262233,Y
None,12-1-2010,"Retail sales, total (excl. motor vehicle and parts dealers)",264390,Y
None,1-1-2010,GAFO(1),91772,Y
None,2-1-2010,GAFO(1),92769,Y
None,3-1-2010,GAFO(1),92786,Y
None,4-1-2010,GAFO(1),93044,Y
None,5-1-2010,GAFO(1),92456,Y
None,6-1-2010,GAFO(1),92424,Y
None,7-1-2010,GAFO(1),92198,Y
None,8-1-2010,GAFO(1),92572,Y
None,9-1-2010,GAFO(1),92764,Y
None,10-1-2010,GAFO(1),92943,Y
None,11-1-2010,GAFO(1),94776,Y
None,12-1-2010,GAFO(1),93842,Y
441,1-1-2010,Motor vehicle and parts dealers,56740,Y
441,2-1-2010,Motor vehicle and parts dealers,55856,Y
441,3-1-2010,Motor vehicle and parts dealers,60897,Y
441,4-1-2010,Motor vehicle and parts dealers,61829,Y
441,5-1-2010,Motor vehicle and parts dealers,61623,Y
441,6-1-2010,Motor vehicle and parts dealers,61367,Y
441,7-1-2010,Motor vehicle and parts dealers,62620,Y
441,8-1-2010,Motor vehicle and parts dealers,62651,Y
441,9-1-2010,Motor vehicle and parts dealers,63260,Y
441,10-1-2010,Motor vehicle and parts dealers,64730,Y
441,11-1-2010,Motor vehicle and parts dealers,65512,Y
441,12-1-2010,Motor vehicle and parts dealers,65237,Y
"4411,4412",1-1-2010,Automobile and other motor vehicle dealers,50643,Y
"4411,4412",2-1-2010,Automobile and other motor vehicle dealers,49638,Y
"4411,4412",3-1-2010,Automobile and other motor vehicle dealers,54583,Y
"4411,4412",4-1-2010,Automobile and other motor vehicle dealers,55332,Y
"4411,4412",5-1-2010,Automobile and other motor vehicle dealers,55204,Y
"4411,4412",6-1-2010,Automobile and other motor vehicle dealers,54921,Y
"4411,4412",7-1-2010,Automobile and other motor vehicle dealers,56151,Y
"4411,4412",8-1-2010,Automobile and other motor vehicle dealers,56003,Y
"4411,4412",9-1-2010,Automobile and other motor vehicle dealers,56619,Y
"4411,4412",10-1-2010,Automobile and other motor vehicle dealers,58073,Y
"4411,4412",11-1-2010,Automobile and other motor vehicle dealers,58792,Y
"4411,4412",12-1-2010,Automobile and other motor vehicle dealers,58466,Y
4413,1-1-2010,"Automotive parts, acc., and tire stores",6097,Y
4413,2-1-2010,"Automotive parts, acc., and tire stores",6218,Y
4413,3-1-2010,"Automotive parts, acc., and tire stores",6314,Y
4413,4-1-2010,"Automotive parts, acc., and tire stores",6497,Y
4413,5-1-2010,"Automotive parts, acc., and tire stores",6419,Y
4413,6-1-2010,"Automotive parts, acc., and tire stores",6446,Y
4413,7-1-2010,"Automotive parts, acc., and tire stores",6469,Y
4413,8-1-2010,"Automotive parts, acc., and tire stores",6648,Y
4413,9-1-2010,"Automotive parts, acc., and tire stores",6641,Y
4413,10-1-2010,"Automotive parts, acc., and tire stores",6657,Y
4413,11-1-2010,"Automotive parts, acc., and tire stores",6720,Y
4413,12-1-2010,"Automotive parts, acc., and tire stores",6771,Y
"442,443",1-1-2010,"Furniture, home furn, electronics, and appliance stores",15234,Y
"442,443",2-1-2010,"Furniture, home furn, electronics, and appliance stores",15622,Y
"442,443",3-1-2010,"Furniture, home furn, electronics, and appliance stores",15376,Y
"442,443",4-1-2010,"Furniture, home furn, electronics, and appliance stores",15410,Y
"442,443",5-1-2010,"Furniture, home furn, electronics, and appliance stores",15483,Y
"442,443",6-1-2010,"Furniture, home furn, electronics, and appliance stores",15573,Y
"442,443",7-1-2010,"Furniture, home furn, electronics, and appliance stores",15455,Y
"442,443",8-1-2010,"Furniture, home furn, electronics, and appliance stores",15467,Y
"442,443",9-1-2010,"Furniture, home furn, electronics, and appliance stores",15501,Y
"442,443",10-1-2010,"Furniture, home furn, electronics, and appliance stores",15249,Y
"442,443",11-1-2010,"Furniture, home furn, electronics, and appliance stores",15219,Y
"442,443",12-1-2010,"Furniture, home furn, electronics, and appliance stores",15342,Y
442,1-1-2010,Furniture and home furnishings stores,7011,Y
442,2-1-2010,Furniture and home furnishings stores,7131,Y
442,3-1-2010,Furniture and home furnishings stores,7228,Y
442,4-1-2010,Furniture and home furnishings stores,7121,Y
442,5-1-2010,Furniture and home furnishings stores,7117,Y
442,6-1-2010,Furniture and home furnishings stores,7072,Y
442,7-1-2010,Furniture and home furnishings stores,7094,Y
442,8-1-2010,Furniture and home furnishings stores,7130,Y
442,9-1-2010,Furniture and home furnishings stores,7108,Y
442,10-1-2010,Furniture and home furnishings stores,7039,Y
442,11-1-2010,Furniture and home furnishings stores,7098,Y
442,12-1-2010,Furniture and home furnishings stores,7068,Y
443,1-1-2010,Electronics and appliance stores,8223,Y
443,2-1-2010,Electronics and appliance stores,8491,Y
443,3-1-2010,Electronics and appliance stores,8148,Y
443,4-1-2010,Electronics and appliance stores,8289,Y
443,5-1-2010,Electronics and appliance stores,8366,Y
443,6-1-2010,Electronics and appliance stores,8501,Y
443,7-1-2010,Electronics and appliance stores,8361,Y
443,8-1-2010,Electronics and appliance stores,8337,Y
443,9-1-2010,Electronics and appliance stores,8393,Y
443,10-1-2010,Electronics and appliance stores,8210,Y
443,11-1-2010,Electronics and appliance stores,8121,Y
443,12-1-2010,Electronics and appliance stores,8274,Y
444,1-1-2010,Building mat. and garden equip. and supplies dealers,20562,Y
444,2-1-2010,Building mat. and garden equip. and supplies dealers,20448,Y
444,3-1-2010,Building mat. and garden equip. and supplies dealers,21872,Y
444,4-1-2010,Building mat. and garden equip. and supplies dealers,23542,Y
444,5-1-2010,Building mat. and garden equip. and supplies dealers,21737,Y
444,6-1-2010,Building mat. and garden equip. and supplies dealers,21522,Y
444,7-1-2010,Building mat. and garden equip. and supplies dealers,21493,Y
444,8-1-2010,Building mat. and garden equip. and supplies dealers,21296,Y
444,9-1-2010,Building mat. and garden equip. and supplies dealers,21336,Y
444,10-1-2010,Building mat. and garden equip. and supplies dealers,22040,Y
444,11-1-2010,Building mat. and garden equip. and supplies dealers,21977,Y
444,12-1-2010,Building mat. and garden equip. and supplies dealers,22112,Y
4441,1-1-2010,Building mat. and supplies dealers,17842,Y
4441,2-1-2010,Building mat. and supplies dealers,17719,Y
4441,3-1-2010,Building mat. and supplies dealers,19201,Y
4441,4-1-2010,Building mat. and supplies dealers,20065,Y
4441,5-1-2010,Building mat. and supplies dealers,19051,Y
4441,6-1-2010,Building mat. and supplies dealers,18795,Y
4441,7-1-2010,Building mat. and supplies dealers,18628,Y
4441,8-1-2010,Building mat. and supplies dealers,18428,Y
4441,9-1-2010,Building mat. and supplies dealers,18454,Y
4441,10-1-2010,Building mat. and supplies dealers,18834,Y
4441,11-1-2010,Building mat. and supplies dealers,18980,Y
4441,12-1-2010,Building mat. and supplies dealers,19210,Y
445,1-1-2010,Food and beverage stores,47877,Y
445,2-1-2010,Food and beverage stores,48699,Y
445,3-1-2010,Food and beverage stores,48273,Y
445,4-1-2010,Food and beverage stores,48173,Y
445,5-1-2010,Food and beverage stores,48195,Y
445,6-1-2010,Food and beverage stores,47913,Y
445,7-1-2010,Food and beverage stores,47907,Y
445,8-1-2010,Food and beverage stores,48263,Y
445,9-1-2010,Food and beverage stores,48675,Y
445,10-1-2010,Food and beverage stores,48568,Y
445,11-1-2010,Food and beverage stores,49133,Y
445,12-1-2010,Food and beverage stores,49184,Y
4451,1-1-2010,Grocery stores,43028,Y
4451,2-1-2010,Grocery stores,43735,Y
4451,3-1-2010,Grocery stores,43304,Y
4451,4-1-2010,Grocery stores,43142,Y
4451,5-1-2010,Grocery stores,43266,Y
4451,6-1-2010,Grocery stores,42963,Y
4451,7-1-2010,Grocery stores,43011,Y
4451,8-1-2010,Grocery stores,43258,Y
4451,9-1-2010,Grocery stores,43646,Y
4451,10-1-2010,Grocery stores,43493,Y
4451,11-1-2010,Grocery stores,44077,Y
4451,12-1-2010,Grocery stores,44184,Y
4453,1-1-2010,"Beer, wine and liquor stores",3394,Y
4453,2-1-2010,"Beer, wine and liquor stores",3451,Y
4453,3-1-2010,"Beer, wine and liquor stores",3448,Y
4453,4-1-2010,"Beer, wine and liquor stores",3488,Y
4453,5-1-2010,"Beer, wine and liquor stores",3416,Y
4453,6-1-2010,"Beer, wine and liquor stores",3435,Y
4453,7-1-2010,"Beer, wine and liquor stores",3383,Y
4453,8-1-2010,"Beer, wine and liquor stores",3478,Y
4453,9-1-2010,"Beer, wine and liquor stores",3469,Y
4453,10-1-2010,"Beer, wine and liquor stores",3501,Y
4453,11-1-2010,"Beer, wine and liquor stores",3482,Y
